name,club,profile_image,year,market_value
Felipe Orellana,Universidad de Concepción,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,€225k
Carlos Pezo,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Alfred Canales,Magallanes CF,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,€550k
Maicol León,CD Palestino,https://img.a.transfermarkt.technology/portrait/small/875009-1673632536.jpg?lm=1,20,€250k
YOU FIRST,None,None,None,None
Christopher Saldías,CD O'Higgins U20,https://img.a.transfermarkt.technology/portrait/small/662747-1688334026.jpg?lm=1,20,€50k
Gastón Zúñiga,General Velásquez,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Diego Leyton,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
SCM Sports Agency,None,None,None,None
José Leiva,Puntarenas FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,€125k
Juan Cofré,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Danilinho,Without Club,https://img.a.transfermarkt.technology/portrait/small/45709-1453739188.jpg?lm=1,36,-
Agustin Rebolledo,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Giuseppe Reina,Juventus Obernkirchen,https://img.a.transfermarkt.technology/portrait/small/s_129_123_2012_1.jpg?lm=1,51,-
Matías Parada,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Marcel Cortez,Deportes Recoleta,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,€75k
Sebastián Reyes,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
Connor Wickham,Without Club,https://img.a.transfermarkt.technology/portrait/small/95435-1547722855.jpg?lm=1,30,€400k
Manuel Pablo,---,https://img.a.transfermarkt.technology/portrait/small/7492-1446727046.jpg?lm=1,47,-
Sebastian Pizarro,Concón National,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Ones To Watch Sports Management LTD,None,None,None,None
Luis Carroza,Quintero Unido,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Leonardo Gavilán,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Douglas Costa,Without Club,https://img.a.transfermarkt.technology/portrait/small/75615-1678022249.jpg?lm=1,33,€1.50m
None,None,None,None,None
Dhouglas,Esporte Clube Primavera (SP),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Andy Aguilera,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
None,None,None,None,None
Emartsoccer,None,None,None,None
Juan Cárdenas,---,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Rafael Leão,AC Milan,https://img.a.transfermarkt.technology/portrait/small/357164-1661352687.jpg?lm=1,24,€90.00m
None,None,None,None,None
Mjf Publicidade e Promoções S/C LTDA.,None,None,None,None
None,None,None,None,None
Caio Ribas,Atlético Mineiro U20,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Gol Premium,None,None,None,None
Julio Zuñiga,CYB Ramón Santamarina,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Manuel Reyes,Without Club,https://img.a.transfermarkt.technology/portrait/small/401708-1446035710.jpg?lm=1,25,-
Álvaro Sandoval,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,34,-
AGENT FOR GOAL,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Alan Marca,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Matías Jerez,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Juan Vargas,CD Los Chankas,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,,None
Ignacio Vallejos,Colchagua Club de Deportes,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Jackson Martínez,Chelsea FC,https://img.a.transfermarkt.technology/portrait/small/74418-1447152748.jpg?lm=1,37,-
Isaac Olivares,Concón National,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Luis Rojas,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,36,-
Vicente Olivarez,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Mauricio Regodeceves,Unión Compañías,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Mateus Sarará,CD Santa Clara,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,€1.00m
Benjamín Muñoz,CD Provincial Osorno,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Lucas Merolla,Mazatlán FC,https://img.a.transfermarkt.technology/portrait/small/424984-1633620457.JPG?lm=1,28,€3.50m
13Sports Management (PTY) Ltd,None,None,None,None
Lucas Mugni,Esporte Clube Bahia,https://img.a.transfermarkt.technology/portrait/small/148231-1612376706.jpeg?lm=1,31,€300k
Soccer Shepherds New York,None,None,None,None
Sebastián Silva,CD Cobresal,https://img.a.transfermarkt.technology/portrait/small/178288-1613725053.jpg?lm=1,32,€425k
David Villarroel,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
None,None,None,None,None
Juan Carlos González,---,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Matheus Reis,Sporting CP,https://img.a.transfermarkt.technology/portrait/small/379249-1666100890.jpg?lm=1,28,€8.00m
Gonzalo Miranda,Racing Cartagena Mar Menor FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,€150k
Thomaz,Ferroviária,https://img.a.transfermarkt.technology/portrait/small/740292-1675353859.jpg?lm=1,22,-
Fabrizio Manzo,Club de Deportes Limache,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Ángel Riveros,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Jorge Muza,CD Rengo,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Valentín Demateis,Deportes Melipilla,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,€50k
Luiz Gustavo,Without Club,https://img.a.transfermarkt.technology/portrait/small/10471-1566826643.jpg?lm=1,36,€500k
Marrony,FC Midtjylland,https://img.a.transfermarkt.technology/portrait/small/599879-1558040531.jpg?lm=1,24,€2.00m
Anderson,CR Flamengo,https://img.a.transfermarkt.technology/portrait/small/31645-1447748712.jpg?lm=1,35,-
Francisco Sasmay,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,€75k
José Duarte,---,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,43,-
Patricio Flores,Unión La Calera,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,€100k
Cristian Castillo,CSD Xelajú MC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,€75k
Riquelmy,Contagem EC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Ageu,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,51,-
Francisco Valdés,---,https://img.a.transfermarkt.technology/portrait/small/142952-1650367547.jpg?lm=1,-,-
Jefferson Lerma,Crystal Palace,https://img.a.transfermarkt.technology/portrait/small/262980-1693334146.jpg?lm=1,29,€20.00m
None,None,None,None,None
Joaquín Abdala,Comunal Cabrero,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Diego Toro,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,41,-
Andrey Arshavin,Nottingham Forest,https://img.a.transfermarkt.technology/portrait/small/15378-1586197380.png?lm=1,42,-
Ítalo,Sport Club do Recife,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,€150k
Diego Oyarzún,CD Everton,https://img.a.transfermarkt.technology/portrait/small/297041-1613727549.jpg?lm=1,30,€400k
Young Football Talents,None,None,None,None
Benjamín Wagenreld,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Matías Arce,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,43,-
Jesús Arancibia,Deportes Melipilla,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Leandro,Xaghra United FC,https://img.a.transfermarkt.technology/portrait/small/s_20401_330_2010_3.jpg?lm=1,44,-
None,None,None,None,None
Cristiano Ronaldo,Al-Nassr FC,https://img.a.transfermarkt.technology/portrait/small/8198-1694609670.jpg?lm=1,38,€15.00m
None,None,None,None,None
None,None,None,None,None
Hamlet Castillo,Brujas de Salamanca,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Rafael Leão,AC Milan,https://img.a.transfermarkt.technology/portrait/small/357164-1661352687.jpg?lm=1,24,€90.00m
Matías Plaza,Santiago Wanderers,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,€550k
Giulio Gonzalez,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Gabriel Sarria,Club de Deportes Limache,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Patricio Beltrán,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Mario Pizarraya,---,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,37,-
Sebastián Toro,---,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,33,-
Felipe Carvalho,Esporte Clube Juventude,https://img.a.transfermarkt.technology/portrait/small/356685-1446714628.jpg?lm=1,30,€200k
Kevin Beechey,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Gustavo Cabral,CF Pachuca,https://img.a.transfermarkt.technology/portrait/small/30677-1447159788.jpg?lm=1,38,€1.00m
Jonathan Herrera,Club Ferro Carril Oeste,https://img.a.transfermarkt.technology/portrait/small/485880-1650827409.JPG?lm=1,32,€400k
Giovanni Davis,Concón National,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Euro World Sports Agency,None,None,None,None
Zinédine Zidane,---,https://img.a.transfermarkt.technology/portrait/small/3111-1478769687.jpg?lm=1,51,-
Iarley,Norwich City U21,https://img.a.transfermarkt.technology/portrait/small/16937-1698185112.jpg?lm=1,49,-
Benjamín Triviño,Comunal Cabrero,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Caio Eduardo,Ittihad Kalba FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,€100k
Javier Meléndez,Deportes Cobreloa,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,€75k
Felipe Chamorro,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
Alex Matamala,CD Mulchén Unido,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Rodrigo Contreras,CD Antofagasta,https://img.a.transfermarkt.technology/portrait/small/266906-1479479691.jpg?lm=1,28,€500k
Martín Villarroel,Deportes Cobreloa,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,€125k
Juninho Paulista,Birmingham City,https://img.a.transfermarkt.technology/portrait/small/s_3505_123_2013_10_02_1.jpg?lm=1,50,-
Nadson,Without Club,https://img.a.transfermarkt.technology/portrait/small/19108-1551716666.png?lm=1,39,-
Thiago,Liverpool FC,https://img.a.transfermarkt.technology/portrait/small/60444-1694703091.jpg?lm=1,32,€12.00m
None,None,None,None,None
Benjamín Iglesias,Lautaro de Buin,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Óscar Reyes,Without Club,https://img.a.transfermarkt.technology/portrait/small/74564-1541151556.png?lm=1,35,-
Raymond Durand,---,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Celín Valdés,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Gazão,Grêmio Foot-Ball Porto Alegrense,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,€50k
Paulo Victor,Al-Ettifaq FC,https://img.a.transfermarkt.technology/portrait/small/67886-1685659942.jpg?lm=1,36,€100k
Giovanni Montoya,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Fabinho,Al-Ittihad Club,https://img.a.transfermarkt.technology/portrait/small/225693-1580133493.jpg?lm=1,30,€38.00m
Ezequiel Barate,CA Mar de Fondo,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Geilson,Independente AC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Santiago Homenchenko,CA Peñarol,https://img.a.transfermarkt.technology/portrait/small/895679-1688497587.jpg?lm=1,20,€400k
Pedro do Rio,SC Lusitânia dos Açores,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Williams Muñoz,Colchagua Club de Deportes,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Brayan Garrido,Unión La Calera,https://img.a.transfermarkt.technology/portrait/small/580294-1651650974.jpg?lm=1,24,€550k
Sebastián Sandoval,Universidad de Concepción,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,€50k
Sérgio da Silva Pinto,Tractor FC,https://img.a.transfermarkt.technology/portrait/small/277-1438158926.jpg?lm=1,43,-
Erik Ottesen,CD Trasandino de Los Andes,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Bryan González,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,33,-
Ricardo Parracho,Santiago Wanderers,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,44,-
Marcelo Vargas,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Moisés Pérez,Without Club,https://img.a.transfermarkt.technology/portrait/small/206675-1413804372.jpg?lm=1,35,-
Nicolás Guerra,Club Universidad de Chile,https://img.a.transfermarkt.technology/portrait/small/534037-1671629075.jpg?lm=1,24,€500k
Felipe Massri,Unión Española,https://img.a.transfermarkt.technology/portrait/small/1058822-1678995502.jpg?lm=1,21,€550k
25 HOURS SPORTS,None,None,None,None
Diego Martínez,Without Club,https://img.a.transfermarkt.technology/portrait/small/s_50936_4961_2013_03_03_1.jpg?lm=1,42,-
Esquerdinha,Fluminense FC U17,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,17,€300k
Owen Rodríguez,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Rodrigo Arroz,None,https://img.a.transfermarkt.technology/portrait/small/s_53020_1755_2010_1.jpg?lm=1,39,-
Deco,SS Lazio,https://img.a.transfermarkt.technology/portrait/small/8564-1595427079.jpg?lm=1,46,-
Rubinho,E.C.P.P. Vitória da Conquista (BA),https://img.a.transfermarkt.technology/portrait/small/37598-1455553896.jpg?lm=1,41,-
None,None,None,None,None
Felipe Anderson,SS Lazio,https://img.a.transfermarkt.technology/portrait/small/159372-1692963183.jpg?lm=1,30,€15.00m
Moisés González,Titanes FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,€50k
None,None,None,None,None
Sebastián Valenzuela,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Adrián Vargas,Club 12 de Junio ,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Matías Figueroa,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Erick Millalen,Deportes Melipilla,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Sebastián Elgueta,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Bastián Tapia,Deportes Cobreloa,https://img.a.transfermarkt.technology/portrait/small/745619-1674745187.jpg?lm=1,21,€375k
Canigia,Barbalha FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,44,-
Nicolás Torres,Club Gimnasia y Esgrima (Conc. del Uruguay),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,40,-
Bastián Solano,CD Trasandino de Los Andes,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Iván Ochoa,Without Club,https://img.a.transfermarkt.technology/portrait/small/295416-1582819570.jpg?lm=1,27,€300k
Cristóbal Cornejo,Municipal Puente Alto,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Websoccer do Brasil Ltda,None,None,None,None
Ktatau,FC Felgueiras 1932,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Diguinho,Joinville Esporte Clube (SC) B,https://img.a.transfermarkt.technology/portrait/small/s_52678_2462_2012_1.jpg?lm=1,40,-
Bastián Roco,Huachipato FC U20,https://img.a.transfermarkt.technology/portrait/small/844431-1673632114.jpg?lm=1,20,€125k
Benjamín Pino,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Marcelo Ojeda,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,54,-
Tomás San Martín,CDSC Aguará,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Víctor Espinoza,Deportivo Verdecocha,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
João Gomes,Wolverhampton Wanderers,https://img.a.transfermarkt.technology/portrait/small/735570-1675092223.jpg?lm=1,22,€22.00m
Mario Garrido,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Luciano Fletcher,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Alan Hernández,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Sebastián Silva,CD Cobresal,https://img.a.transfermarkt.technology/portrait/small/178288-1613725053.jpg?lm=1,32,€425k
Matías Navarro,CA Huracán Las Heras,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Kaique Mafaldo,Omiya Ardija,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,€75k
MTA Group Career Management SRL,None,None,None,None
Darko Fiamengo,CDP Curicó Unido,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,€200k
Fred Lopes,AD Castro Daire,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
Cristóbal Castillo,CD O'Higgins,https://img.a.transfermarkt.technology/portrait/small/877255-1673632605.jpg?lm=1,20,€300k
Michel,SE Palmeiras São Paulo U20,https://img.a.transfermarkt.technology/portrait/small/887834-1670965201.jpeg?lm=1,20,€700k
Ronaldo Oyanedel,Unión Española U20,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Santiago Bravo,---,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Fernando Cáceres,Club Sportivo 2 de Mayo,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Patricio Araujo,CD Olimpia,https://img.a.transfermarkt.technology/portrait/small/50972-1414572018.jpg?lm=1,35,-
Rodrigo Sandoval,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Marcão,Wuhan Three Towns,https://img.a.transfermarkt.technology/portrait/small/476102-1573641438.jpg?lm=1,29,€3.50m
Rivaldo,Paris Saint-Germain,https://img.a.transfermarkt.technology/portrait/small/3372-1588239928.jpg?lm=1,51,-
Jaime de Simón,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,38,-
Michel Rojas,Real San Joaquín,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Christian Latorre,Blooming Santa Cruz,https://img.a.transfermarkt.technology/portrait/small/177063-1681906027.JPG?lm=1,36,€25k
Pedro Borges,GE Anápolis,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Omar Pérez,Boavista FC,https://img.a.transfermarkt.technology/portrait/small/s_74425_11648_2012_1.jpg?lm=1,42,-
Reinaldo Ahumada,Lautaro de Buin,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Jorge Martínez,Philadelphia Union,https://img.a.transfermarkt.technology/portrait/small/s_55800_506_2013_04_04_1.jpg?lm=1,40,-
Lorenzo Insigne,Toronto FC,https://img.a.transfermarkt.technology/portrait/small/133964-1678202801.jpg?lm=1,32,€8.00m
Kennet Lara,CDP Curicó Unido,https://img.a.transfermarkt.technology/portrait/small/567604-1669979164.jpg?lm=1,24,€375k
Clebson,Azuriz FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Ruan Quadros,União Recreativa dos Trabalhadores (MG),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Rodrigo Dourado,Atlético de San Luis,https://img.a.transfermarkt.technology/portrait/small/181780-1611222548.jpg?lm=1,29,€4.00m
Léo Simoni,Atlético Mineiro U20,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Jotha Pérez,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,41,-
Rafael Rubio,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Pity Martínez,CA River Plate,https://img.a.transfermarkt.technology/portrait/small/281405-1685033658.PNG?lm=1,30,€5.00m
Iván Contreras,CD Cobresal,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,37,-
Dylan Aravena,CCD Fernández Vial,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Claudio Navarrete,Universidad de Concepción,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,€250k
Felipe Yáñez,Constitución FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
None,None,None,None,None
Abraham Bolados,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Luis Torres,CD Irapuato,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,71,-
Bastián Ubal,CD Santiago Morning ,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,€175k
Thomás Fretes,SC Corinthians U20,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Luis Maldonado,Club Atlético Progreso,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,38,€25k
Nelson Gutiérrez,Toronto FC,https://img.a.transfermarkt.technology/portrait/small/116065-1529411427.jpg?lm=1,61,-
Bastián Ordoñez,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Lucão,Guarani Futebol Clube (SP),https://img.a.transfermarkt.technology/portrait/small/270191-1518182548.jpg?lm=1,27,€400k
Gustavo Marins,FCV Farul Constanta,https://img.a.transfermarkt.technology/portrait/small/869463-1691388851.png?lm=1,21,€300k
Aníbal San Martín,Universidad de Concepción,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,€100k
Víctor López,Zamora CF,https://img.a.transfermarkt.technology/portrait/small/s_30883_1286_2012_1.jpg?lm=1,44,-
Cristian Perdomo,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
Wálter Estrada,CCD Fernández Vial,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,46,-
Heitor,Sport Club Internacional,https://img.a.transfermarkt.technology/portrait/small/670969-1598538401.jpg?lm=1,23,€1.20m
Cristóbal Muñoz,Audax Italiano,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,€75k
Thiago Dantas,Fortaleza EC U20,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,,None
René Herrera,Unión Compañías,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Jacinto Cabrera,AA Argentinos Juniors,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,59,-
Jonathan Turra,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Mateusão,Shabab Al-Ahli Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,€300k
Rodrigo Sandoval,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Arturo Pozo,Comunal Cabrero,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Jordi Vidal,San Bartolomé CF,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Valentin Lavialle,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,33,-
Luis Felipe,Botafogo FC,https://img.a.transfermarkt.technology/portrait/small/552895-1689301176.jpg?lm=1,27,€50k
Nicolás Garrido,Unión San Felipe,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,€200k
Juan Pablo Tobar,CSD Español de Barrancas,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Tomás Quintana,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
None,None,None,None,None
Renato Tapia,Celta de Vigo,https://img.a.transfermarkt.technology/portrait/small/277137-1688610808.jpg?lm=1,28,€5.00m
Lucas Abarca,CD Provincial Osorno,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Dani Alves,Without Club,https://img.a.transfermarkt.technology/portrait/small/15951-1635327520.jpg?lm=1,40,-
Márcio Silva,Botafogo FC,https://img.a.transfermarkt.technology/portrait/small/863033-1662692931.jpg?lm=1,22,€500k
Rodrigo Melgarejo,Club Cerro Porteño,https://img.a.transfermarkt.technology/portrait/small/661265-1572341594.png?lm=1,21,€250k
Mauricio Toro,CD Flecha La Ligua,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
João Cesco,Hebar Pazardzhik,https://img.a.transfermarkt.technology/portrait/small/695115-1690119177.png?lm=1,22,€50k
Caick,AD Internacional de Minas U20,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,17,-
Heitor,Sport Club Internacional,https://img.a.transfermarkt.technology/portrait/small/670969-1598538401.jpg?lm=1,23,€1.20m
Ericson,Länk FC Vilaverdense ,https://img.a.transfermarkt.technology/portrait/small/140160-1511270914.jpg?lm=1,36,€50k
João Guilherme,---,https://img.a.transfermarkt.technology/portrait/small/27369-1486027405.jpg?lm=1,37,-
Mauro Icardi,Galatasaray,https://img.a.transfermarkt.technology/portrait/small/68863-1671105169.png?lm=1,30,€20.00m
Benjamín Rojas,CD Palestino,https://img.a.transfermarkt.technology/portrait/small/744278-1686312205.JPG?lm=1,22,€450k
None,None,None,None,None
INTAGTA,None,None,None,None
Rivaldo,Paris Saint-Germain,https://img.a.transfermarkt.technology/portrait/small/3372-1588239928.jpg?lm=1,51,-
Tiago Cóser,SL Benfica B,https://img.a.transfermarkt.technology/portrait/small/834443-1625467122.jpg?lm=1,19,€600k
Derley,PT Prachuap FC,https://img.a.transfermarkt.technology/portrait/small/189516-1548259391.jpg?lm=1,35,€250k
Leonardo Utrera,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Biro Biro,Kolos Kovalivka,https://img.a.transfermarkt.technology/portrait/small/252908-1543832117.jpg?lm=1,29,-
Javi Martín,CF La Nucía,https://img.a.transfermarkt.technology/portrait/small/534372-1700684412.jpg?lm=1,25,€200k
Roque Arancibia,Quintero Unido,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,40,-
Bastián Straussmann,Universidad de Concepción U20,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,,None
Matheus Cunha,Wolverhampton Wanderers,https://img.a.transfermarkt.technology/portrait/small/517894-1696599737.jpg?lm=1,24,€28.00m
None,None,None,None,None
