club,shooting,dribbling_control,passing_vision,tackling_interception,aerial_defense,speed_agility,strength_stamina,decision_making,work_ethic_effort,leadership,teamwork,goalkeeping_abilities,behavioral_attributes,player_traits,club_rating
Grindavík,7.333333333333334,9.25,7.833333333333333,8.583333333333332,6.666666666666667,12.333333333333334,9.111111111111112,8.833333333333332,9.222222222222223,5.5,7.666666666666667,2.2857142857142856,5.166666666666667,1.6666666666666667,1156.0
I-Kissat,6.5,7.449999999999999,6.300000000000001,8.15,6.333333333333333,9.8,10.6,9.0,10.333333333333334,4.8,10.0,2.1142857142857143,7.3,1.6,1156.0
Sticla Arieşul Turda,5.65,8.85,7.133333333333333,5.3,4.3999999999999995,11.466666666666667,6.133333333333333,10.3,7.733333333333332,5.6000000000000005,6.6,1.9714285714285715,5.7,2.6,1156.0
Spennymoor,8.6,10.100000000000001,7.833333333333333,8.6,6.0,10.266666666666667,10.133333333333333,9.5,11.466666666666667,6.300000000000001,10.6,2.028571428571429,6.3,2.2,1156.0
Jarun,7.9,10.75,8.299999999999999,8.299999999999999,5.533333333333334,12.266666666666666,10.0,9.8,10.6,4.3,10.2,1.9714285714285715,6.2,2.0,1156.0
Vediţa Coloneşti,6.0,8.8,7.066666666666666,7.3,4.666666666666667,10.200000000000001,6.866666666666667,7.6,9.333333333333334,3.9,8.0,2.028571428571429,4.5,2.4,1156.0
Montrose,8.35,9.2,9.166666666666668,9.15,6.266666666666668,8.200000000000001,8.799999999999999,9.8,10.933333333333332,5.6,11.8,2.142857142857143,5.9,2.0,1156.0
Fram,6.3999999999999995,9.2,7.0,8.4,5.0,12.4,8.266666666666667,10.6,9.200000000000001,4.4,7.6,2.2857142857142856,5.9,2.4,1156.0
Kırklarelispor,7.35,11.35,8.4,7.25,5.533333333333334,11.066666666666668,8.066666666666666,9.8,9.266666666666666,4.4,9.2,2.2,5.5,1.8,1156.0
Southport,7.166666666666666,8.166666666666668,7.388888888888889,8.749999999999998,5.333333333333333,10.444444444444445,10.111111111111109,8.0,9.555555555555555,4.666666666666666,9.333333333333334,2.047619047619048,6.333333333333333,1.3333333333333333,1156.0
68 Aksaray Bld.,7.0,9.3125,7.166666666666667,10.0625,5.25,11.583333333333334,8.166666666666666,10.625,10.416666666666666,4.25,9.0,2.25,6.5,2.5,1156.0
Szolnok,7.35,9.05,7.966666666666666,10.0,6.2,10.533333333333333,9.866666666666667,9.6,9.999999999999998,5.7,11.0,2.0000000000000004,6.4,2.0,1156.0
Alloa,6.8,8.25,7.699999999999998,7.800000000000001,5.333333333333333,11.6,7.933333333333334,8.8,9.4,3.9000000000000004,9.0,2.2,5.2,2.0,1156.0
Grorud,8.75,10.75,9.233333333333334,9.149999999999999,5.199999999999999,10.466666666666667,9.733333333333333,11.2,11.0,4.9,10.8,1.8857142857142857,5.7,2.0,1156.0
Middelfart,7.55,10.2,8.799999999999999,7.6000000000000005,5.6000000000000005,12.199999999999998,8.866666666666667,9.2,9.799999999999999,5.5,11.4,1.8285714285714287,6.7,2.6,1156.0
Adıyaman 1954 Spor,8.6,11.55,8.733333333333333,7.6,6.133333333333333,11.0,7.133333333333333,10.3,8.6,5.4,8.2,1.8000000000000003,4.7,2.2,1156.0
Peterhead,7.3500000000000005,9.3,7.5,8.600000000000001,5.066666666666666,9.866666666666667,8.866666666666667,8.3,10.4,3.6,8.2,2.228571428571429,6.1,2.4,1156.0
IK Oddevold,4.85,9.2,7.333333333333333,7.750000000000001,5.066666666666667,11.133333333333335,7.733333333333333,8.1,8.933333333333334,5.300000000000001,7.6,2.2285714285714286,6.4,2.2,1156.0
IFK Berga,6.6875,9.0625,8.0,7.9375,5.75,10.75,8.916666666666666,9.125,9.0,5.5,9.5,2.142857142857143,6.875,1.75,1156.0
Hapoel Hod HaSharon,3.6500000000000004,7.2,5.3,6.949999999999999,3.266666666666667,10.933333333333332,5.866666666666667,9.3,7.800000000000001,4.800000000000001,6.2,2.1714285714285713,5.6,1.4,1156.0
Primorac Biograd,7.75,9.125,7.833333333333333,9.25,8.0,9.833333333333334,9.666666666666666,9.25,10.333333333333334,6.0,10.5,2.142857142857143,6.5,1.5,1156.0
Jadran LP,5.9,9.05,6.766666666666667,8.05,6.533333333333332,12.0,8.066666666666665,10.899999999999999,8.866666666666667,3.9,9.6,2.314285714285714,7.5,2.2,1156.0
Selfoss,5.449999999999999,8.2,7.766666666666667,7.75,5.733333333333333,11.4,8.533333333333333,9.2,8.200000000000001,5.1,9.2,1.942857142857143,6.6,1.0,1156.0
Karlslunds IF,5.375,9.25,7.25,7.375,6.166666666666667,9.833333333333334,6.5,8.5,7.333333333333333,4.25,7.5,2.0714285714285716,5.25,1.0,1156.0
Alfreton,8.875,9.1875,9.0,8.5,6.416666666666667,9.083333333333334,9.666666666666666,8.75,10.25,6.0,11.5,2.1785714285714284,5.875,1.75,1156.0
Maccabi Raine,8.0625,10.625,8.541666666666666,7.75,5.25,10.916666666666666,8.666666666666666,7.875,10.333333333333334,5.375,9.75,2.0,6.125,1.75,1156.0
Hampton & Richmond,4.9375,7.75,6.041666666666667,6.5,4.916666666666667,10.0,7.333333333333333,8.125,10.0,5.375,9.75,2.107142857142857,6.25,1.5,1156.0
Etar,8.3,10.899999999999999,9.833333333333334,8.75,6.066666666666666,11.933333333333332,9.6,10.399999999999999,10.866666666666665,5.7,10.4,2.142857142857143,6.2,1.4,1312.0
Karacabey Bld.,5.699999999999999,7.9,6.933333333333333,9.850000000000001,5.066666666666666,11.466666666666669,8.466666666666667,8.8,10.733333333333334,5.3,8.4,1.9428571428571428,5.7,1.2,1156.0
Kahramanmaraşspor,7.65,11.65,9.066666666666666,8.100000000000001,5.266666666666667,11.800000000000002,8.999999999999998,11.2,10.6,5.7,10.6,1.9142857142857144,5.800000000000001,2.4,1156.0
Slutsk,7.35,9.100000000000001,7.333333333333333,8.95,5.866666666666666,10.800000000000002,9.533333333333333,11.100000000000001,11.266666666666666,5.699999999999999,9.6,2.3428571428571425,6.6,2.6,1156.0
Ergotelis,8.2,9.4,8.766666666666667,8.350000000000001,5.6000000000000005,11.6,8.200000000000001,9.8,11.666666666666666,6.199999999999999,11.2,2.2857142857142856,6.699999999999999,2.0,1156.0
Zemun,6.833333333333334,8.75,6.833333333333335,7.75,6.333333333333333,12.777777777777777,8.11111111111111,9.333333333333332,9.666666666666668,4.0,8.0,2.0952380952380953,6.0,2.0,1156.0
Ruzomberok,7.1,9.85,7.900000000000001,8.600000000000001,5.666666666666667,13.200000000000001,8.466666666666667,11.2,9.799999999999999,6.2,8.8,2.057142857142857,4.6,3.0,1463.0
Karaiskakis Artas,6.3500000000000005,8.75,8.133333333333333,9.95,5.066666666666667,10.533333333333333,8.733333333333334,8.899999999999999,9.733333333333334,5.3,11.4,2.028571428571428,6.6,2.6,1156.0
IFK Malmö,6.3,8.15,7.333333333333333,8.15,6.133333333333333,11.266666666666666,8.933333333333332,8.2,9.666666666666666,6.9,10.8,1.9999999999999998,6.699999999999999,2.0,1156.0
CSM Focşani,7.85,9.1,8.166666666666666,7.6000000000000005,5.266666666666667,10.200000000000001,9.066666666666668,9.3,7.933333333333334,4.4,8.8,2.1142857142857143,5.4,1.8,1156.0
Cardiff Met Uni,7.050000000000001,9.2,6.633333333333334,6.05,4.000000000000001,10.200000000000001,8.666666666666666,8.3,10.2,4.2,8.6,1.9142857142857144,6.0,2.2,1156.0
Wigry,8.05,10.2,8.799999999999999,8.5,6.0,11.466666666666669,10.133333333333333,10.8,11.733333333333334,5.6000000000000005,12.0,1.7142857142857142,7.199999999999999,1.8,1156.0
Räppe GoIF,4.9375,8.8125,7.375,7.8125,5.75,11.833333333333334,7.5,6.875,8.333333333333334,3.375,10.25,1.8928571428571428,6.625,1.25,1156.0
IFK Haninge,6.75,8.5625,8.166666666666666,8.875,6.833333333333333,10.583333333333334,9.833333333333334,8.125,9.333333333333334,4.0,10.5,2.5,6.25,2.0,1156.0
Vác,6.5,9.15,7.5,7.499999999999999,5.0,11.333333333333334,7.066666666666666,9.2,9.6,4.0,8.2,1.8285714285714287,6.8999999999999995,2.8,1156.0
FC Linköping City,9.083333333333334,10.583333333333332,8.500000000000002,8.25,5.333333333333333,10.555555555555555,7.888888888888889,9.833333333333332,9.666666666666666,5.333333333333333,9.333333333333334,2.047619047619048,7.166666666666667,2.0,1156.0
Þór,6.0,10.149999999999999,7.433333333333333,7.55,4.3999999999999995,12.4,6.3999999999999995,10.399999999999999,7.733333333333334,4.9,7.2,2.2,5.9,1.6,1156.0
Fortuna Becicherecu Mic,4.7,6.6,5.466666666666666,6.0,4.333333333333333,11.066666666666668,6.066666666666667,9.0,8.933333333333335,4.1,7.4,2.1142857142857143,6.6,2.0,1156.0
Oxford City,4.5,8.1,6.2,5.75,4.6,10.933333333333332,8.0,7.8,8.399999999999999,6.3999999999999995,7.8,2.2857142857142856,6.7,2.6,1156.0
Hapoel Ashkelon,5.45,9.049999999999999,6.266666666666666,6.949999999999999,4.333333333333333,11.066666666666668,6.466666666666666,8.9,9.200000000000001,4.2,8.2,2.257142857142857,6.800000000000001,2.4,1156.0
Rodos,9.75,9.666666666666666,9.277777777777777,8.416666666666666,7.333333333333333,9.777777777777779,9.444444444444445,9.833333333333332,11.888888888888891,7.166666666666667,12.0,2.1428571428571432,7.166666666666667,1.6666666666666667,1156.0
Veroia,9.7,9.85,9.5,9.5,6.599999999999999,10.600000000000001,9.666666666666666,10.9,11.466666666666667,5.800000000000001,11.4,2.057142857142857,6.2,1.8,1156.0
Lokomotiv Sofia,9.549999999999999,10.899999999999999,9.766666666666667,8.55,7.666666666666665,9.8,10.266666666666666,10.2,11.266666666666666,7.0,11.6,2.1714285714285713,6.3,1.8,1156.0
Assyriska Turabdin IK,8.15,10.350000000000001,8.866666666666667,9.45,6.533333333333334,10.666666666666666,9.4,10.1,9.266666666666666,5.1,10.0,2.1142857142857143,4.8,2.0,1156.0
Ştiinţa Miroslava,8.4375,9.6875,7.958333333333333,7.625,5.75,10.25,9.583333333333334,8.375,10.5,5.0,9.0,1.75,5.625,2.0,1156.0
MiPK,5.375,8.25,6.916666666666667,5.5,4.666666666666667,12.833333333333334,6.833333333333333,8.25,6.833333333333333,6.25,6.0,2.0,6.0,2.5,1156.0
CSM Slatina,7.75,9.849999999999998,9.166666666666666,8.05,5.866666666666666,10.533333333333333,9.333333333333332,10.0,10.066666666666668,3.6999999999999997,9.6,2.1999999999999997,5.5,2.4,1156.0
Piteå IF,5.500000000000001,7.75,7.266666666666666,7.7,5.333333333333333,11.0,7.8,8.1,9.133333333333333,4.8,8.8,2.314285714285714,5.699999999999999,2.2,1156.0
Täby FK,8.350000000000001,9.450000000000001,9.700000000000001,9.1,6.066666666666666,10.866666666666667,10.4,9.3,10.333333333333334,6.1,11.6,2.1142857142857143,6.4,1.8,1156.0
Hrvace,7.375,8.125,7.5,9.25,9.5,10.333333333333334,10.0,9.5,11.166666666666666,5.25,12.5,1.6428571428571428,7.0,2.5,1156.0
Sesvete,9.1,11.200000000000001,9.366666666666667,8.1,6.800000000000001,10.133333333333335,8.933333333333334,10.0,9.466666666666667,4.300000000000001,10.0,2.2285714285714286,6.1000000000000005,2.4,1156.0
Nevşehir Bld.,6.9,9.75,8.4,8.850000000000001,5.466666666666666,11.733333333333334,7.0,11.0,9.933333333333332,5.9,9.2,2.028571428571429,6.2,2.6,1156.0
Almopos,8.25,9.05,8.833333333333334,9.3,6.6000000000000005,9.666666666666666,10.066666666666666,9.7,10.666666666666666,5.1,12.0,2.1142857142857148,5.5,2.4,1156.0
Krško,7.4,10.75,7.733333333333333,8.35,5.933333333333334,11.933333333333332,8.133333333333333,10.7,9.266666666666667,4.2,9.4,2.0,6.6,2.4,1156.0
Pandurii Târgu Jiu,6.75,9.75,7.7,8.75,5.3999999999999995,10.266666666666667,7.933333333333334,10.5,9.333333333333334,4.2,9.0,2.2571428571428576,5.3,2.2,1156.0
Queen's Park,10.5,11.25,10.0,9.25,6.0,9.0,11.666666666666666,10.5,12.0,6.5,13.0,2.4285714285714284,8.0,1.0,1156.0
Stirling,7.4375,8.9375,7.791666666666667,6.1875,4.75,9.333333333333334,9.166666666666666,8.5,8.5,3.375,7.5,2.2142857142857144,3.625,2.75,1156.0
CS Blejoi,5.7,8.55,6.600000000000001,8.15,4.933333333333334,11.533333333333333,8.0,9.0,8.4,4.5,7.4,1.9714285714285715,5.3,2.0,1156.0
Farsley,6.4,9.899999999999999,8.033333333333333,8.1,5.933333333333333,9.6,9.6,9.3,10.6,4.5,10.6,2.142857142857143,4.7,1.6,1156.0
Tonbridge,6.5,7.833333333333334,6.666666666666665,8.0,6.333333333333333,9.777777777777779,9.111111111111109,9.0,10.777777777777777,5.5,11.333333333333334,2.2857142857142856,5.333333333333334,1.6666666666666667,1156.0
Dulwich Hamlet,7.083333333333333,8.416666666666666,6.833333333333333,9.083333333333334,6.0,10.777777777777779,9.777777777777779,9.333333333333332,10.555555555555557,5.833333333333334,10.333333333333334,2.0476190476190474,7.0,1.6666666666666667,1156.0
Brackley,8.1,9.2,8.066666666666665,8.35,5.8,10.133333333333333,9.933333333333332,8.0,10.2,4.3,10.8,2.028571428571429,5.6000000000000005,2.0,1156.0
CSO Cugir,6.700000000000001,8.25,7.466666666666666,6.8,5.133333333333334,11.200000000000001,7.8,8.5,10.266666666666667,5.3,9.0,2.085714285714286,5.8,1.6,1156.0
Mosonmagyaróvár,5.5,9.65,7.3999999999999995,8.8,6.066666666666666,11.466666666666667,8.666666666666666,8.8,9.333333333333334,6.5,9.2,2.1714285714285717,4.4,2.0,1156.0
BSK Bijelo Brdo,9.7,11.5,9.1,8.2,6.533333333333334,11.733333333333334,11.066666666666668,9.8,11.666666666666666,4.4,10.8,2.0285714285714285,7.800000000000001,2.0,1156.0
Torns IF,7.65,9.85,8.633333333333333,7.2,5.866666666666666,11.866666666666665,7.666666666666667,7.8,9.6,5.0,8.6,2.314285714285714,5.3,2.6,1156.0
Tvååkers IF,6.0625,7.0625,7.583333333333333,8.25,6.166666666666667,11.166666666666666,9.416666666666666,8.0,8.083333333333334,5.0,10.5,2.0714285714285716,5.125,1.75,1156.0
Bardejov,5.1,8.4,6.433333333333334,6.449999999999999,4.666666666666667,11.933333333333332,6.2,8.8,9.666666666666666,4.7,6.8,2.4,5.8,3.0,1156.0
S.C. Tira,5.449999999999999,7.549999999999999,6.366666666666667,7.45,3.8666666666666667,12.666666666666666,6.400000000000001,7.8,8.666666666666666,3.7,6.8,2.314285714285714,6.300000000000001,1.6,1156.0
Sha'araim,5.7,8.7,6.233333333333334,8.2,3.8000000000000003,12.133333333333333,6.266666666666667,8.3,8.6,4.3,7.8,1.7714285714285716,5.1000000000000005,2.2,1156.0
Balatonfüred,4.0,11.25,7.416666666666667,6.875,3.5,12.5,5.0,9.75,7.666666666666667,6.5,5.0,2.0714285714285716,4.0,3.0,1156.0
Welling,8.15,10.05,8.966666666666667,6.300000000000001,5.733333333333333,10.133333333333333,8.933333333333334,8.0,9.066666666666668,4.2,9.8,2.3428571428571425,6.3,2.2,1156.0
Cove Rangers,8.0625,10.625,9.375,8.8125,5.5,9.583333333333334,9.916666666666666,11.0,10.583333333333334,5.5,9.5,2.2142857142857144,5.75,3.0,1156.0
Kettering,7.3125,7.5625,8.0,8.875,6.0,9.416666666666666,9.5,9.125,10.75,5.0,11.25,2.0,6.25,1.5,1156.0
Hr. Dragovoljac,7.699999999999999,11.55,9.633333333333333,10.05,6.066666666666667,11.866666666666667,9.333333333333334,10.0,9.799999999999999,5.2,11.4,2.3428571428571425,5.3,1.8,1156.0
Trikala,9.2,10.25,9.333333333333332,10.25,6.0,11.0,9.933333333333332,10.7,12.0,5.9,11.6,2.5714285714285716,6.6,2.8,1156.0
BVSC,6.5,10.375,7.25,8.625,5.5,11.0,7.833333333333333,11.0,8.333333333333334,3.0,8.5,1.7142857142857142,6.5,2.5,1156.0
Colwyn Bay,6.000000000000001,7.699999999999999,6.199999999999999,6.95,5.666666666666667,7.933333333333333,8.266666666666666,10.5,7.866666666666666,6.0,7.6,2.1714285714285713,5.800000000000001,2.2,1156.0
Svoboda,6.25,9.649999999999999,7.533333333333334,8.35,5.6000000000000005,12.0,7.933333333333333,11.3,8.333333333333334,5.5,7.2,2.028571428571429,5.5,2.4,1156.0
FC Trollhättan,7.05,9.75,8.933333333333332,9.0,5.2,11.333333333333334,9.4,9.3,10.733333333333333,4.7,11.0,1.8285714285714287,6.3,1.8,1156.0
Foresta Suceava,5.8125,9.5625,8.166666666666666,7.875,5.666666666666667,10.5,7.5,8.5,9.083333333333334,4.875,9.75,2.0,5.375,2.0,1156.0
Lipót,5.875,9.3125,8.625,7.625,5.916666666666667,11.5,7.833333333333333,9.125,9.416666666666666,6.25,8.5,2.2142857142857144,5.75,1.75,1156.0
Axiopolis Cernavodă,5.5,8.75,7.375,7.0625,5.0,10.5,7.916666666666667,7.625,10.416666666666666,5.375,8.5,1.7857142857142858,6.375,2.0,1156.0
Dravograd,7.3,9.75,8.0,9.149999999999999,5.3999999999999995,9.6,8.866666666666667,11.0,11.066666666666668,4.1,9.0,2.2,6.1,2.4,1156.0
JäPS,4.8,7.85,5.8999999999999995,7.0,3.6,11.066666666666668,7.266666666666666,10.1,7.8,5.4,6.8,2.457142857142857,6.1,2.0,1156.0
Minaur Baia Mare,7.8999999999999995,9.55,7.6000000000000005,7.300000000000001,5.8,9.933333333333332,8.0,9.5,8.933333333333334,5.1,9.4,1.8571428571428572,6.6000000000000005,3.0,1156.0
Doxa Dramas,8.700000000000001,9.649999999999999,8.933333333333334,8.95,5.866666666666667,10.866666666666667,8.933333333333332,11.6,10.200000000000001,5.1,11.0,2.142857142857143,5.3,2.2,1156.0
GBK,5.25,9.25,7.416666666666667,6.0,4.5,11.666666666666666,6.333333333333333,7.75,8.0,4.5,8.5,2.2142857142857144,5.25,2.5,1156.0
Billericay,9.6875,11.0,9.583333333333334,9.3125,6.166666666666667,9.166666666666666,10.166666666666666,9.75,9.833333333333334,5.625,11.75,2.0,6.375,1.75,1156.0
Steaua Bucureşti,7.699999999999999,9.7,8.200000000000001,8.75,5.466666666666666,9.266666666666666,8.666666666666666,9.3,9.266666666666666,4.3,10.4,2.1714285714285713,5.8999999999999995,1.8,1156.0
Krumkachy,9.8,10.95,9.066666666666668,8.399999999999999,6.933333333333334,10.066666666666666,10.333333333333334,9.2,10.533333333333333,6.5,10.4,1.8857142857142857,5.2,2.2,1156.0
Orijent 1919,6.75,9.35,7.500000000000001,8.6,6.533333333333334,12.066666666666668,7.933333333333334,10.5,9.466666666666667,3.7,8.8,1.9142857142857146,6.9,2.6,1156.0
Marsonia,5.8125,8.75,6.75,7.9375,5.666666666666667,12.5,7.666666666666667,9.125,9.083333333333334,4.0,8.0,2.392857142857143,6.25,1.75,1156.0
Qviding FIF,6.4375,9.0625,7.75,7.9375,4.5,10.5,7.75,8.125,8.083333333333334,5.5,10.5,2.0714285714285716,6.875,2.5,1156.0
Slough,6.0,9.583333333333334,7.555555555555556,6.666666666666667,3.888888888888889,11.555555555555555,8.0,8.5,10.0,6.333333333333333,8.333333333333334,2.0,6.166666666666666,2.0,1156.0
Ironi Tiberias,7.199999999999999,8.85,6.833333333333333,6.8999999999999995,5.199999999999999,10.533333333333333,7.333333333333333,8.5,8.133333333333333,6.1,8.6,2.1714285714285713,5.7,2.2,1156.0
Kids Tâmpa Braşov,3.9999999999999996,8.1,5.2,4.7,3.7999999999999994,11.666666666666666,4.733333333333333,6.6,8.333333333333334,4.4,5.2,2.028571428571429,6.2,2.2,1156.0
Gloria Albeşti,3.5999999999999996,6.75,5.433333333333333,5.6,3.8000000000000003,11.866666666666667,5.0,8.2,8.933333333333335,3.7,6.0,2.485714285714286,5.3,2.0,1156.0
Motor,9.5,10.1,9.066666666666668,9.1,6.0,11.4,9.333333333333334,10.3,11.866666666666667,4.8,11.6,1.9714285714285718,6.8,2.2,1156.0
Nordia,4.95,9.600000000000001,5.666666666666667,5.6,3.6666666666666665,10.4,6.3999999999999995,8.4,7.866666666666666,5.9,6.0,2.257142857142857,4.1,3.0,1156.0
Kelty Hearts,8.45,8.85,7.866666666666666,7.800000000000001,5.3999999999999995,9.666666666666666,10.0,8.8,8.066666666666666,4.4,8.4,1.942857142857143,6.1,1.8,1156.0
Gloria Bistriţa,5.450000000000001,7.5,5.933333333333333,5.8,6.266666666666667,9.466666666666667,8.466666666666667,7.0,10.466666666666667,2.4000000000000004,11.2,2.2857142857142856,4.5,2.2,1156.0
Örebro Syrianska IF,7.1,8.100000000000001,8.366666666666667,7.9,6.933333333333334,11.0,9.533333333333333,8.4,10.200000000000001,5.0,10.0,2.2,5.5,1.8,1156.0
Chojniczanka,8.95,10.9,9.633333333333333,9.1,6.333333333333333,11.266666666666666,9.866666666666667,9.7,10.4,5.2,11.6,2.085714285714286,5.2,1.8,1156.0
Međimurje,7.85,9.7,8.033333333333333,8.75,5.466666666666666,12.333333333333334,7.6000000000000005,9.5,9.933333333333332,4.1,8.6,1.9714285714285715,5.6000000000000005,2.2,1156.0
Unirea Ungheni,6.3,7.9,7.033333333333332,8.149999999999999,5.533333333333334,10.0,8.733333333333334,9.0,9.0,4.3,8.2,2.2285714285714286,6.1,2.8,1156.0
Sokół Ostróda,8.1,8.6,8.633333333333333,10.3,5.666666666666667,11.266666666666666,8.666666666666666,10.2,10.066666666666666,6.2,10.6,2.0000000000000004,5.0,1.8,1156.0
Elazığspor,7.5,9.5,8.299999999999999,9.9,5.933333333333334,11.866666666666667,8.533333333333333,10.899999999999999,8.933333333333334,6.3,10.8,2.1714285714285713,7.300000000000001,1.6,1156.0
Zmaj Makarska,8.25,9.5,8.25,9.0,7.0,10.833333333333334,9.0,8.75,11.666666666666666,5.5,11.0,2.142857142857143,6.5,2.5,1156.0
Azur,4.750000000000001,8.0,6.033333333333334,6.7,4.133333333333333,10.666666666666666,6.8,8.0,8.666666666666666,4.3,7.4,2.0571428571428574,7.6,2.6,1156.0
Szekszárd,5.333333333333334,8.333333333333334,6.777777777777778,7.333333333333334,4.222222222222222,11.666666666666666,7.666666666666667,10.166666666666668,8.555555555555555,5.5,7.333333333333333,1.9523809523809523,6.833333333333334,2.0,1156.0
Šampion,5.875,9.9375,7.666666666666667,7.1875,4.75,11.083333333333334,7.333333333333333,10.375,7.916666666666667,4.875,8.0,2.142857142857143,5.875,1.5,1156.0
Hudiksvalls FF,6.416666666666667,8.416666666666668,8.5,6.583333333333334,5.333333333333333,11.555555555555557,7.111111111111111,8.666666666666666,8.0,5.666666666666667,7.666666666666667,1.8095238095238095,6.5,2.0,1156.0
Þróttur R.,8.625,11.25,7.083333333333333,9.25,6.5,10.333333333333334,8.666666666666666,10.5,7.166666666666667,5.25,7.0,1.2857142857142858,8.0,2.0,1156.0
Tállya,7.0,8.875,7.666666666666667,7.25,4.333333333333333,10.166666666666666,7.666666666666667,8.25,9.333333333333334,5.0,9.0,2.2142857142857144,4.25,1.5,1156.0
Putnok,6.1499999999999995,8.95,7.133333333333334,6.45,3.866666666666667,11.533333333333333,7.066666666666667,9.0,9.733333333333333,5.0,6.8,2.1142857142857143,7.0,2.6,1156.0
Skiljebo SK,5.75,7.65,7.666666666666667,7.5,5.0,11.266666666666666,7.866666666666667,8.4,9.266666666666666,4.9,8.6,2.257142857142857,5.4,2.4,1156.0
Błękitni,7.6875,9.9375,9.208333333333334,8.875,5.75,10.583333333333334,9.583333333333334,8.875,10.083333333333334,3.5,10.25,2.25,4.875,2.5,1156.0
Stal Rzeszów,8.7,10.65,8.933333333333332,8.65,6.733333333333332,11.200000000000001,11.133333333333333,10.100000000000001,11.0,6.3999999999999995,10.8,2.1428571428571432,7.1,1.6,1156.0
OF Ierapetras,8.4,8.85,8.766666666666666,9.5,6.066666666666666,10.733333333333334,8.866666666666667,10.8,11.200000000000001,5.2,11.2,2.1142857142857143,5.7,1.8,1156.0
JIPPO,7.1,8.75,7.166666666666667,8.1,5.466666666666666,11.333333333333334,7.599999999999999,9.0,9.4,5.4,9.8,2.4857142857142853,6.0,2.0,1156.0
Viitorul Şelimbăr,7.950000000000001,8.15,7.666666666666667,7.0,5.333333333333333,9.533333333333333,7.8,8.8,8.8,4.8,7.8,2.314285714285714,5.7,1.0,1156.0
Hebar,7.9,9.95,8.366666666666667,9.399999999999999,6.466666666666668,10.733333333333334,9.466666666666667,9.8,12.533333333333333,6.6000000000000005,11.6,1.9714285714285713,7.0,2.0,1156.0
Tolmin,6.549999999999999,9.7,7.533333333333334,9.05,5.066666666666666,11.866666666666667,8.333333333333334,9.6,11.0,4.9,8.4,2.1428571428571432,5.0,1.8,1156.0
Rákosmente,6.0625,8.0625,7.291666666666667,8.875,5.083333333333333,12.083333333333334,8.083333333333334,8.625,10.666666666666666,6.375,8.75,2.0,6.25,2.25,1156.0
Hódmezővásárhely,5.65,9.4,7.733333333333333,7.65,3.8666666666666667,12.066666666666668,6.3999999999999995,10.1,7.533333333333334,5.0,7.8,2.0,5.5,3.0,1156.0
Blyth,7.55,9.950000000000001,6.933333333333333,8.7,5.266666666666667,8.666666666666668,9.466666666666667,9.5,10.333333333333334,5.3,10.8,1.8857142857142861,6.800000000000001,2.6,1156.0
Šenčur,6.45,9.25,7.766666666666666,10.7,6.0,11.533333333333333,9.2,10.0,10.466666666666667,4.9,8.6,2.142857142857143,5.800000000000001,1.6,1156.0
Kecskeméti TE,7.6,10.799999999999999,7.866666666666667,8.100000000000001,5.866666666666667,11.733333333333334,8.799999999999999,10.0,8.2,6.199999999999999,8.8,1.942857142857143,4.8,2.2,1156.0
Minyor Pernik,8.85,10.65,9.1,8.75,5.066666666666666,10.866666666666665,9.733333333333333,9.8,12.333333333333334,6.6,12.6,2.028571428571429,6.7,2.2,1156.0
CS Afumaţi,7.25,8.8,8.4,9.05,5.533333333333334,10.066666666666666,8.6,9.2,9.933333333333334,4.8,9.2,2.0571428571428574,4.2,1.6,1156.0
Ironi Or Yehuda,3.4999999999999996,8.083333333333334,4.611111111111112,5.5,3.3333333333333335,11.888888888888888,3.444444444444444,7.0,5.333333333333333,5.0,5.666666666666667,2.238095238095238,4.833333333333334,1.3333333333333333,1156.0
Maccabi Yavne,5.5,7.9,6.199999999999999,7.700000000000001,5.2,9.733333333333334,8.4,7.300000000000001,9.466666666666667,4.5,7.6,2.2,6.1000000000000005,2.2,1156.0
Eidsvold Turn,8.75,10.6875,9.708333333333334,8.125,6.0,10.75,10.166666666666666,10.625,10.5,5.0,10.0,2.142857142857143,6.125,2.5,1156.0
Magni,5.1,7.75,6.833333333333333,8.45,4.266666666666667,11.266666666666667,6.6000000000000005,10.0,8.133333333333335,4.6,7.4,2.257142857142857,5.8,2.2,1156.0
Episkopi,8.875,12.375,9.333333333333334,7.5,6.0,11.333333333333334,7.833333333333333,9.0,9.0,6.25,8.5,2.0,6.0,1.0,1156.0
Karaköprü Bld.,6.95,11.15,8.233333333333333,6.449999999999999,3.866666666666667,11.6,7.933333333333333,9.9,9.6,5.5,9.0,2.0,5.8,2.2,1156.0
S.A. Ashdod,6.4,9.649999999999999,7.500000000000001,6.449999999999999,4.066666666666666,9.733333333333334,7.066666666666666,8.6,8.6,4.8,9.2,2.1714285714285713,5.3,1.6,1156.0
Unirea Dej,4.949999999999999,8.45,5.966666666666666,6.0,4.0,11.733333333333334,5.800000000000001,7.9,8.133333333333333,5.5,6.6,2.3428571428571425,5.9,2.0,1156.0
Hapoel Herzliya,4.15,8.45,5.933333333333334,5.9,3.4,11.4,5.533333333333332,7.9,8.466666666666667,5.3999999999999995,6.2,2.1142857142857143,6.3,2.4,1156.0
